timestamp,mode,anomaly_score,bearing_temp_DE,bearing_temp_NDE,casing_temp,current_A,current_B,current_C,delta_p,density,discharge_pressure,failure_probability,ferrous_particles,flow,frequency,gas_volume_fraction,health_index,leakage_rate,model_confidence,motor_current,noise_dBA,oil_TAN,oil_temp,oil_water_ppm,overall_vibration,particle_count,power_factor,predicted_mode,pressure,rpm,rul_minutes,seal_flush_pressure,seal_temp,shaft_displacement,suction_pressure,temp_ok,temperature,torque_est,ultrasonic_noise,vib_ok,vibration_x,vibration_y,vibration_z,viscosity
2025-09-30T11:10:24.216519,normal,0.063,74.002,69.094,60.034,7.951,8.049,7.973,4.263,994.0,4.979,0.063,5,14.33,50.22,0.01,93.7,5,0.937,8.054,79.056,0.306,53.534,156,0.0179,16,0.879,motor_overload_moderate,3.704,1795.6,562,1.524,49.887,59.699,0.716,1.0,84.323,35.472,45.753,1.0,0.0101,0.0106,0.0103,1.355
2025-09-30T11:10:24.762790,normal,0.047,75.341,68.996,58.941,8.064,7.575,7.769,4.328,996.0,5.045,0.0,5,13.303,50.17,0.01,95.3,5,0.953,7.578,77.174,0.296,55.034,148,0.0173,16,0.887,normal,3.454,1820.6,571,1.543,49.039,60.054,0.717,1.0,82.323,34.768,43.253,1.0,0.01,0.0101,0.01,1.155
2025-09-30T11:10:25.230760,normal,0.149,73.341,70.996,60.441,8.212,7.977,7.768,4.211,994.0,4.906,0.0,5,15.153,50.22,0.01,85.1,5,0.851,7.93,79.066,0.297,56.5,154,0.0174,16,0.887,normal,3.234,1810.9,510,1.47,50.539,57.632,0.696,1.0,80.323,34.419,42.798,1.0,0.0102,0.0102,0.0097,1.355
2025-09-30T11:10:25.729907,normal,0.003,71.374,69.384,59.724,8.37,7.817,8.187,4.355,996.0,5.057,0.0,5,16.394,50.17,0.01,99.7,5,0.997,7.43,77.266,0.309,55.144,155,0.0168,16,0.876,normal,2.984,1835.9,598,1.519,49.039,59.772,0.702,1.0,78.323,35.824,40.298,1.0,0.0095,0.0096,0.0099,1.155
2025-09-30T11:10:26.222981,normal,0.044,73.374,68.462,60.571,8.125,7.879,7.721,4.263,998.0,4.941,0.0,5,17.8,50.12,0.01,95.6,5,0.956,7.93,78.114,0.3,56.632,146,0.0173,16,0.866,normal,3.234,1825.9,573,1.511,50.539,60.911,0.678,1.0,80.323,34.844,42.798,1.0,0.01,0.0098,0.0102,1.355
2025-09-30T11:10:26.727251,normal,0.021,74.57,70.462,59.071,8.217,7.907,8.055,4.315,1000.0,5.016,0.0,5,15.3,50.07,0.01,97.9,5,0.979,8.35,79.243,0.307,55.775,147,0.0175,16,0.873,normal,2.984,1800.9,587,1.46,50.041,60.596,0.7,1.0,79.787,34.774,40.298,1.0,0.01,0.0101,0.0102,1.555
2025-09-30T11:10:27.212183,normal,0.043,74.578,70.353,58.217,7.989,8.239,8.029,4.282,998.0,4.982,0.0,5,16.21,50.12,0.01,95.7,5,0.957,8.85,79.928,0.302,54.494,149,0.0172,16,0.87,normal,3.234,1800.9,574,1.503,48.541,60.805,0.699,1.0,77.787,34.524,42.798,1.0,0.0096,0.0099,0.0102,1.355
2025-09-30T11:10:27.723073,normal,0.086,74.064,72.148,59.717,8.195,7.639,8.02,4.171,996.0,4.869,0.0,5,15.182,50.17,0.01,91.4,5,0.914,8.984,77.928,0.297,55.994,151,0.017,16,0.89,normal,2.984,1775.9,548,1.481,49.389,59.099,0.698,1.0,79.68,35.775,41.288,1.0,0.01,0.0099,0.0096,1.155
2025-09-30T11:10:28.212569,normal,0.129,75.747,70.381,59.999,8.341,7.987,7.881,4.34,998.0,5.022,0.129,5,12.922,50.129,0.01,87.1,5,0.871,9.027,75.928,0.299,56.328,151,0.0176,16,0.87,motor_overload_moderate,3.027,1750.9,522,1.507,49.344,61.801,0.682,1.0,81.68,34.997,43.788,1.0,0.01,0.0102,0.0103,1.042
2025-09-30T11:10:28.718804,normal,0.45,73.747,69.718,60.11,8.069,7.92,8.289,4.137,996.0,4.858,0.45,5,15.422,50.179,0.01,55.0,5,0.55,8.527,75.998,0.289,54.828,146,0.0177,16,0.873,motor_overload_moderate,3.115,1775.9,329,1.46,49.802,59.138,0.722,1.0,83.68,35.24,45.879,1.0,0.0102,0.0102,0.0103,1.242
2025-09-30T11:10:29.218103,normal,0.051,74.439,69.754,60.092,7.718,8.125,7.765,4.162,994.0,4.845,0.0,5,12.922,50.129,0.01,94.9,5,0.949,8.413,77.998,0.304,54.375,149,0.0174,16,0.879,normal,2.865,1800.9,569,1.475,50.589,58.737,0.683,1.0,81.68,34.949,47.708,1.0,0.01,0.0101,0.01,1.042
2025-09-30T11:10:29.756357,normal,0.028,76.439,71.072,61.592,7.725,8.151,7.741,4.283,992.0,4.978,0.0,5,15.422,50.079,0.01,97.2,5,0.972,7.913,79.998,0.292,53.389,147,0.0173,16,0.872,normal,2.615,1775.9,582,1.489,49.089,62.0,0.695,1.0,79.68,34.339,49.006,1.0,0.01,0.0098,0.0102,1.166
2025-09-30T11:10:30.218430,normal,0.029,74.439,69.773,60.092,8.126,8.012,7.996,4.242,990.0,4.957,0.0,5,17.248,50.029,0.01,97.1,5,0.971,8.413,77.998,0.31,54.0,154,0.0172,16,0.875,normal,2.865,1792.4,582,1.497,50.367,57.111,0.715,1.0,77.68,34.996,46.506,1.0,0.0097,0.0101,0.0101,1.331
2025-09-30T11:10:30.710729,normal,0.011,73.084,71.773,59.322,8.091,8.106,8.04,4.391,992.0,5.11,0.0,5,14.748,49.979,0.01,98.9,5,0.989,7.913,77.072,0.3,55.5,148,0.0172,16,0.873,normal,2.782,1813.2,593,1.471,48.873,61.21,0.719,1.0,79.68,35.839,44.006,1.0,0.01,0.0097,0.01,1.531
2025-09-30T11:10:31.214069,normal,0.009,75.084,69.773,60.108,7.806,7.974,8.016,4.305,994.0,5.012,0.0,5,17.248,49.929,0.01,99.1,5,0.991,8.413,79.072,0.302,56.275,149,0.0173,16,0.869,normal,3.032,1822.8,594,1.487,48.946,57.86,0.707,1.0,77.68,36.7,46.506,1.0,0.0101,0.0099,0.0099,1.331
2025-09-30T11:10:31.717170,normal,0.038,73.564,71.322,61.325,7.921,8.025,8.161,4.23,992.0,4.939,0.0,5,17.802,49.979,0.01,96.2,5,0.962,8.012,77.072,0.302,54.775,151,0.0174,16,0.849,normal,2.782,1797.8,577,1.466,50.425,58.902,0.709,1.0,79.68,36.526,49.006,1.0,0.0102,0.0102,0.0097,1.531
2025-09-30T11:10:32.213941,normal,0.023,73.481,70.348,60.523,8.096,8.108,8.15,4.382,994.0,5.093,0.0,5,15.302,49.929,0.01,97.7,5,0.977,8.414,77.465,0.303,55.052,149,0.0173,16,0.869,normal,3.032,1791.1,586,1.494,49.316,60.868,0.712,1.0,80.147,34.925,46.673,1.0,0.0098,0.0098,0.0105,1.392
2025-09-30T11:10:33.595415,normal,0.191,75.095,69.182,61.711,8.067,7.989,7.894,4.346,992.0,5.037,0.0,5,17.409,49.879,0.01,80.9,5,0.809,8.914,78.078,0.293,54.65,154,0.0175,16,0.852,normal,2.782,1800.0,485,1.474,50.192,60.9,0.691,1.0,82.147,36.502,44.173,1.0,0.0099,0.0103,0.0102,1.192
2025-09-30T11:10:34.564005,normal,0.059,75.944,70.089,60.211,7.879,7.951,8.156,4.241,990.0,4.935,0.0,5,14.909,49.929,0.01,94.1,5,0.941,8.414,80.078,0.3,55.605,146,0.0174,16,0.872,normal,3.032,1811.6,564,1.479,49.153,59.022,0.694,1.0,80.147,34.812,46.673,1.0,0.0101,0.0101,0.01,1.317
2025-09-30T11:10:35.602240,normal,0.266,74.058,68.558,58.711,7.947,8.106,8.241,4.389,990.0,5.063,0.266,5,13.411,49.979,0.01,73.4,5,0.734,8.914,79.052,0.306,55.9,148,0.0174,16,0.864,motor_overload_moderate,3.282,1786.6,440,1.496,50.653,60.7,0.675,1.0,82.147,34.475,44.173,1.0,0.0103,0.0101,0.0097,1.117
2025-09-30T11:10:36.563405,normal,0.048,75.233,66.558,59.838,7.877,8.373,7.87,4.364,990.0,5.062,0.048,5,13.143,49.929,0.01,95.2,5,0.952,9.054,77.864,0.297,56.526,151,0.0172,16,0.884,motor_overload_moderate,3.032,1765.0,571,1.483,49.473,58.401,0.698,1.0,80.147,33.893,46.673,1.0,0.01,0.0098,0.0101,1.013
2025-09-30T11:10:37.567269,normal,0.254,74.951,68.558,60.557,7.929,8.141,8.113,4.258,992.0,4.992,0.254,5,13.871,49.879,0.01,74.6,5,0.746,8.554,76.995,0.291,55.026,148,0.0179,16,0.864,motor_overload_moderate,2.782,1790.0,447,1.473,50.726,59.089,0.734,1.0,82.147,33.283,44.173,1.0,0.0102,0.0106,0.0102,1.213
2025-09-30T11:10:38.520265,normal,0.14,73.622,70.452,59.945,7.589,8.087,8.301,4.102,994.0,4.804,0.14,5,11.641,49.829,0.01,86.0,5,0.86,8.054,75.29,0.3,56.466,151,0.0171,16,0.861,motor_overload_moderate,3.032,1765.0,516,1.436,49.693,59.212,0.701,1.0,81.207,34.558,46.673,1.0,0.0097,0.01,0.01,1.413
2025-09-30T11:10:39.527202,normal,0.065,73.614,68.452,58.445,8.189,7.942,8.054,4.378,992.0,5.086,0.0,5,10.812,49.879,0.01,93.5,5,0.935,7.816,77.29,0.305,54.966,147,0.0169,16,0.881,normal,3.282,1790.0,560,1.459,50.213,58.161,0.707,1.0,79.578,33.956,44.173,1.0,0.0094,0.0097,0.0101,1.213
2025-09-30T11:10:40.548374,normal,0.443,75.373,69.3,58.655,8.026,7.533,7.99,4.201,994.0,4.918,0.0,5,13.312,49.929,0.01,55.7,5,0.557,8.316,78.71,0.301,56.241,152,0.017,16,0.869,normal,3.266,1805.0,334,1.531,49.779,59.717,0.717,1.0,81.578,35.835,46.673,1.0,0.0098,0.0099,0.0097,1.413
2025-09-30T11:10:41.528522,normal,0.025,76.656,70.485,59.929,8.234,7.885,7.898,4.098,992.0,4.791,0.0,5,15.459,49.879,0.01,97.5,5,0.975,8.816,76.71,0.303,54.741,149,0.0173,16,0.889,normal,3.511,1817.3,585,1.556,49.466,62.43,0.694,1.0,79.578,33.981,44.173,1.0,0.0099,0.0098,0.0103,1.233
2025-09-30T11:10:42.524781,normal,0.236,76.237,68.485,60.508,7.867,7.994,7.908,4.405,990.0,5.12,0.0,5,17.959,49.929,0.01,76.4,5,0.764,8.316,78.08,0.289,53.636,146,0.0169,16,0.869,normal,3.583,1792.3,458,1.523,49.122,59.752,0.715,1.0,81.578,35.647,46.673,1.0,0.0099,0.0097,0.0096,1.06
2025-09-30T11:10:43.514128,normal,0.042,74.237,68.673,61.013,7.858,7.978,7.965,4.44,992.0,5.145,0.0,5,15.459,49.879,0.01,95.8,5,0.958,7.816,77.508,0.296,55.136,151,0.0171,16,0.876,normal,3.333,1780.1,575,1.502,50.622,59.646,0.704,1.0,79.578,34.486,48.013,1.0,0.0099,0.0096,0.0101,1.26
2025-09-30T11:10:44.510572,normal,0.005,76.149,70.359,60.333,7.935,7.818,8.065,4.456,994.0,5.13,0.0,5,13.658,49.829,0.01,99.5,5,0.995,7.316,77.767,0.296,54.93,146,0.0174,16,0.877,normal,3.583,1791.3,597,1.509,50.122,60.417,0.674,1.0,77.578,34.706,45.513,1.0,0.0101,0.01,0.0101,1.06
2025-09-30T11:10:45.585951,normal,0.012,74.834,71.447,60.599,8.249,8.046,8.017,4.273,996.0,4.974,0.0,5,16.158,49.867,0.01,98.8,5,0.988,7.816,76.101,0.292,55.865,145,0.0173,16,0.886,normal,3.333,1784.6,592,1.482,50.527,62.352,0.701,1.0,79.578,33.95,48.013,1.0,0.01,0.01,0.0099,1.26
2025-09-30T11:10:45.652194,normal,0.024,74.125,69.447,59.099,8.052,8.09,7.71,4.404,994.0,5.096,0.0,5,13.658,49.817,0.01,97.6,5,0.976,8.316,78.101,0.299,54.365,148,0.0174,16,0.881,normal,3.083,1759.6,585,1.584,49.442,60.575,0.692,1.0,77.578,35.293,45.513,1.0,0.0097,0.0103,0.01,1.06
2025-09-30T11:10:46.159636,normal,0.165,75.383,67.477,60.599,7.787,8.281,8.025,4.37,992.0,5.066,0.165,5,16.158,49.767,0.01,83.5,5,0.835,8.816,79.338,0.296,54.116,150,0.0174,16,0.88,motor_overload_moderate,3.333,1734.6,500,1.496,50.083,60.812,0.695,1.0,79.578,35.53,48.013,1.0,0.0102,0.0097,0.0102,1.26
2025-09-30T11:10:46.637054,normal,0.167,73.582,66.917,59.376,8.193,8.085,8.092,4.338,994.0,5.053,0.0,5,13.658,49.745,0.01,83.3,5,0.833,8.316,77.338,0.301,53.895,146,0.0172,16,0.899,normal,3.083,1759.6,500,1.517,50.3,60.127,0.714,1.0,81.578,34.701,45.513,1.0,0.0099,0.01,0.0099,1.06
2025-09-30T11:10:47.150310,normal,0.085,74.467,68.917,60.876,8.207,7.954,8.127,4.425,992.859,5.12,0.0,5,13.683,49.795,0.01,91.5,5,0.915,8.544,79.338,0.298,53.998,154,0.0177,16,0.887,normal,2.894,1784.6,548,1.533,48.8,59.466,0.695,1.0,83.578,34.812,43.013,1.0,0.01,0.0104,0.0102,1.242
2025-09-30T11:10:47.642819,normal,0.073,73.015,70.917,59.533,7.667,8.03,8.078,4.321,994.859,5.017,0.0,5,16.183,49.845,0.01,92.7,5,0.927,8.464,78.199,0.285,54.446,151,0.0172,16,0.867,normal,2.918,1809.6,556,1.504,49.168,62.375,0.696,1.0,83.669,34.043,43.862,1.0,0.01,0.0099,0.0099,1.042
2025-09-30T11:10:48.134682,normal,0.048,75.015,70.111,59.488,8.065,8.086,8.062,4.343,992.859,5.038,0.0,5,18.683,49.795,0.01,95.2,5,0.952,7.964,76.741,0.302,54.667,150,0.0171,16,0.855,normal,3.168,1784.6,570,1.481,49.152,57.833,0.696,1.0,85.669,35.146,46.362,1.0,0.0099,0.0099,0.01,1.242
2025-09-30T11:10:49.572862,normal,0.019,75.315,70.18,59.987,7.851,7.677,8.166,4.313,994.859,5.02,0.0,5,16.183,49.845,0.01,98.1,5,0.981,7.464,78.741,0.295,54.9,148,0.0177,16,0.864,normal,2.918,1809.6,588,1.478,50.624,58.451,0.706,1.0,83.669,37.146,46.444,1.0,0.0102,0.0101,0.0104,1.042
2025-09-30T11:10:50.608416,normal,0.052,73.915,69.96,61.487,8.289,8.064,8.229,4.458,992.859,5.149,0.0,5,17.255,49.895,0.01,94.8,5,0.948,7.964,78.308,0.311,56.268,149,0.0173,16,0.856,normal,2.668,1821.4,568,1.466,50.304,60.045,0.692,1.0,85.669,35.662,48.944,1.0,0.0102,0.0097,0.01,0.842
2025-09-30T11:10:51.567777,normal,0.02,75.067,71.96,59.987,8.071,7.993,8.089,4.339,994.859,5.057,0.0,5,14.755,49.945,0.01,98.0,5,0.98,7.489,77.531,0.294,56.326,145,0.0173,16,0.876,normal,2.918,1796.4,587,1.485,48.804,60.73,0.718,1.0,83.669,35.314,46.444,1.0,0.0099,0.0098,0.0104,1.042
2025-09-30T11:10:52.552120,normal,0.005,73.369,69.96,60.37,8.131,8.051,7.779,4.256,996.859,4.955,0.0,5,12.255,49.895,0.01,99.5,5,0.995,6.989,79.406,0.306,54.826,147,0.017,16,0.87,normal,2.668,1787.0,596,1.469,49.471,60.853,0.699,1.0,81.669,33.314,43.944,1.0,0.0094,0.0103,0.0097,0.842
2025-09-30T11:10:53.583378,normal,0.031,74.212,68.817,61.87,8.412,8.075,8.207,4.218,998.859,4.908,0.0,5,9.755,49.945,0.01,96.9,5,0.969,6.489,78.9,0.299,53.341,153,0.0176,16,0.89,normal,2.918,1778.8,581,1.489,50.075,60.081,0.69,1.0,83.669,35.314,46.444,1.0,0.01,0.0102,0.0103,1.042
2025-09-30T11:10:54.566950,normal,0.004,76.212,68.772,61.496,8.014,7.748,8.048,4.189,996.859,4.892,0.0,5,12.255,49.895,0.01,99.6,5,0.996,6.989,76.9,0.31,54.841,152,0.0173,16,0.875,normal,2.668,1788.0,597,1.469,50.25,60.544,0.703,1.0,81.669,34.918,43.944,1.0,0.01,0.01,0.0099,1.161
2025-09-30T11:10:55.617774,normal,0.009,74.212,68.133,61.021,8.058,8.049,7.747,4.185,994.859,4.887,0.0,5,13.241,49.845,0.01,99.1,5,0.991,7.489,77.202,0.296,56.341,148,0.0171,16,0.867,normal,2.918,1813.0,594,1.499,49.212,60.21,0.702,1.0,83.5,36.323,41.793,1.0,0.0102,0.0098,0.0097,1.361
2025-09-30T11:10:56.571411,normal,0.059,76.212,66.905,59.665,7.672,7.943,8.227,4.334,992.859,5.061,0.0,5,13.544,49.795,0.01,94.1,5,0.941,6.989,79.202,0.301,54.841,151,0.017,16,0.88,normal,3.168,1788.0,564,1.472,49.248,59.515,0.727,1.0,83.851,34.888,44.293,1.0,0.0099,0.0098,0.0098,1.161
2025-09-30T11:10:57.272174,normal,0.009,74.235,68.147,59.603,8.105,8.251,8.131,4.502,994.859,5.188,0.0,5,16.044,49.745,0.01,99.1,5,0.991,6.489,79.854,0.296,53.729,151,0.0168,16,0.873,normal,3.418,1773.5,594,1.5,49.785,60.165,0.687,1.0,85.851,33.873,41.793,1.0,0.0093,0.0102,0.0096,1.127
2025-09-30T11:10:57.718990,normal,0.008,75.711,69.791,58.412,8.206,8.097,7.803,4.227,996.859,4.921,0.0,5,13.544,49.695,0.01,99.2,5,0.992,6.989,77.854,0.295,54.565,153,0.0172,16,0.87,normal,3.668,1791.5,594,1.514,51.285,59.0,0.694,1.0,83.851,35.759,44.293,1.0,0.0101,0.0099,0.0098,0.927
2025-09-30T11:10:58.214594,normal,0.006,75.798,69.431,58.152,8.207,8.164,7.984,4.305,998.859,5.002,0.0,5,16.044,49.645,0.01,99.4,5,0.994,7.125,79.854,0.298,55.425,149,0.0172,16,0.89,normal,3.418,1811.6,596,1.491,50.927,59.286,0.696,1.0,82.235,34.524,46.793,1.0,0.01,0.0099,0.0098,0.727
2025-09-30T11:10:58.700664,normal,0.005,74.096,69.326,59.652,7.896,8.04,8.006,4.405,996.859,5.081,0.0,5,13.544,49.686,0.01,99.5,5,0.995,7.625,77.854,0.3,56.716,150,0.0172,16,0.9,normal,3.668,1786.6,597,1.532,49.427,60.063,0.676,1.0,80.235,34.986,45.603,1.0,0.0099,0.0101,0.0099,0.927
2025-09-30T11:10:59.206110,normal,0.036,76.096,71.326,60.024,7.818,8.021,8.092,4.368,998.859,5.068,0.0,5,16.044,49.736,0.01,96.4,5,0.964,8.125,79.182,0.292,56.223,147,0.0173,16,0.88,normal,3.418,1798.2,578,1.497,48.539,60.507,0.7,1.0,82.235,35.169,47.156,1.0,0.0099,0.0102,0.0098,1.127
2025-09-30T11:10:59.782837,normal,0.006,74.888,69.326,60.558,7.919,7.652,7.943,4.27,996.859,4.982,0.0,5,16.176,49.786,0.01,99.4,5,0.994,7.625,77.563,0.296,55.05,156,0.0173,16,0.86,normal,3.168,1806.5,596,1.493,49.422,59.453,0.712,1.0,80.235,35.21,46.85,1.0,0.0101,0.0099,0.01,0.927
2025-09-30T11:11:00.208031,normal,0.004,76.701,69.173,59.731,7.921,8.044,7.673,4.291,998.859,4.972,0.0,5,13.676,49.736,0.01,99.6,5,0.996,7.153,78.392,0.298,54.923,155,0.0174,16,0.88,normal,2.918,1784.4,597,1.468,49.986,58.307,0.681,1.0,78.235,35.366,44.805,1.0,0.0101,0.0102,0.0099,0.727
2025-09-30T11:11:00.712518,normal,0.006,76.928,70.018,60.114,8.099,8.095,7.686,4.172,1000.859,4.886,0.0,5,16.176,49.686,0.01,99.4,5,0.994,7.653,78.679,0.3,54.874,149,0.0175,16,0.86,normal,2.668,1809.4,596,1.526,51.486,60.477,0.714,1.0,80.235,34.293,43.316,1.0,0.0101,0.0099,0.0103,0.611
2025-09-30T11:11:01.202856,normal,0.002,74.928,68.527,61.221,7.875,8.036,7.997,4.27,999.56,4.991,0.0,5,16.641,49.636,0.01,99.8,5,0.998,7.153,77.953,0.315,53.374,151,0.0173,16,0.875,normal,2.726,1834.3,598,1.553,49.986,60.894,0.721,1.0,82.235,35.562,42.647,1.0,0.0098,0.0102,0.01,0.811
2025-09-30T11:11:01.703260,normal,0.007,72.928,69.907,62.158,8.15,8.051,7.997,4.258,1001.355,4.976,0.0,5,14.141,49.686,0.01,99.3,5,0.993,7.638,79.953,0.303,54.874,151,0.0173,16,0.888,normal,2.568,1809.3,595,1.488,49.485,58.839,0.718,1.0,82.682,36.42,45.147,1.0,0.0102,0.0099,0.0099,1.011
2025-09-30T11:11:02.201117,normal,0.003,74.577,71.907,61.049,8.02,8.059,8.152,4.292,1003.355,4.986,0.0,5,16.258,49.736,0.01,99.7,5,0.997,7.138,79.012,0.299,54.148,148,0.0171,16,0.902,normal,2.818,1784.3,597,1.49,49.325,59.781,0.694,1.0,80.682,36.268,47.647,1.0,0.0099,0.0099,0.0099,1.211
2025-09-30T11:11:02.715537,normal,0.005,72.577,69.907,59.606,8.124,7.817,7.875,4.374,1001.355,5.08,0.0,5,15.812,49.786,0.01,99.5,5,0.995,7.638,78.849,0.297,53.475,148,0.0175,16,0.891,normal,2.568,1808.5,597,1.465,48.631,59.395,0.706,1.0,82.682,34.431,45.147,1.0,0.0101,0.01,0.0101,1.011
2025-09-30T11:11:03.206171,normal,0.006,72.121,69.989,59.472,7.93,8.151,8.206,4.222,999.355,4.927,0.0,5,13.312,49.836,0.01,99.4,5,0.994,7.138,76.849,0.301,54.975,143,0.0175,16,0.885,normal,2.818,1801.3,596,1.504,50.131,59.358,0.705,1.0,84.682,35.235,42.647,1.0,0.0103,0.0098,0.0102,0.811
2025-09-30T11:11:03.707641,normal,0.004,73.238,69.473,58.933,7.908,8.19,8.219,4.401,1001.355,5.103,0.0,5,15.812,49.886,0.01,99.6,5,0.996,6.977,78.053,0.297,53.477,152,0.0173,16,0.879,normal,3.068,1783.1,597,1.436,51.219,61.563,0.702,1.0,82.682,34.734,40.147,1.0,0.0102,0.0099,0.0099,0.809
2025-09-30T11:11:04.206679,normal,0.003,75.238,69.883,59.714,7.952,7.976,8.149,4.243,999.355,4.941,0.0,5,15.302,49.836,0.01,99.7,5,0.997,7.477,77.285,0.295,54.977,148,0.0175,16,0.881,normal,2.818,1808.1,598,1.452,51.55,61.899,0.698,1.0,80.895,34.902,42.647,1.0,0.01,0.0102,0.0101,1.009
2025-09-30T11:11:04.787909,normal,0.003,75.07,71.283,59.349,7.693,8.072,8.14,4.195,1001.355,4.898,0.0,5,17.802,49.786,0.01,99.7,5,0.997,6.977,78.539,0.299,54.227,152,0.0172,16,0.875,normal,3.068,1795.0,597,1.503,51.702,59.995,0.704,1.0,82.895,35.536,40.147,1.0,0.0099,0.0097,0.0102,0.809
2025-09-30T11:11:05.198198,normal,0.014,74.716,69.675,60.189,8.196,8.072,7.937,4.259,1003.355,4.96,0.0,5,15.302,49.736,0.01,98.6,5,0.986,6.815,80.285,0.3,54.761,145,0.0173,16,0.87,normal,2.818,1770.0,591,1.468,50.655,61.54,0.701,1.0,84.895,34.993,42.647,1.0,0.0098,0.0099,0.0103,1.009
2025-09-30T11:11:05.726634,normal,0.011,76.254,71.675,59.268,8.071,7.927,7.978,4.289,1005.355,4.98,0.0,5,12.802,49.686,0.01,98.9,5,0.989,7.123,78.285,0.309,54.699,151,0.0176,16,0.866,normal,2.838,1795.0,593,1.526,49.254,60.067,0.691,1.0,82.895,34.514,45.147,1.0,0.0102,0.0102,0.01,1.209
